place,package_name,price,time,about_trip,emi
jordan,TOURS OF AMMAN,"72,990","
                            4 NIGHTS
                        ","
	
		
			
				Arrive in Amman (Queen Alia international Airport). Meet and greet at the airport.
				Overnight stay in Amman
				 
	
		
			
				After breakfast, Tour the downtown part of capital city Amman for 2 hours, visiting sites and museums including the Archeological Museum, the Folklore Museum, The citadel, and the Amphitheatre. Everywhere you look there is evidence of the city's much older past.
				Proceed to the Dead Sea, the lowest point on earth deep in the Jordan Valley and 55 km southeast of Amman, is the Dead Sea, one of the most spectacular natural and spiritual landscapes in the whole world. It is the lowest body of water on earth, the lowest point on earth, and the world's richest source of natural salts, hiding wonderful treasures that accumulated throughout thousands of years.
				Overnight stay in Amman
				 
	
		
			
				After breakfast, we head to visit the Nabatean Red Rose city of Petra, one of the 7 world wonders and a UNESCO World Heritage site. Enter the city through 1KM long narrow gorge which is flanked either side by 80m high cliffs! Notice the dazzling colors and formations of the rocks. The site is massive, and contains hundreds of elaborated rock-cut tombs, a treasury, Roman-style theatres, temples, sacrificial altars and colonnaded streets. 
				Overnight stay in Amman
	
		
			After breakfast, departure from Amman via (Queen Alia international Airport), to your next destination."," 4,485
                            "
stockholm,New Year In The Baltics (Classic),"30,990","
                            3 NIGHTS
                        ","
	Arrival to Stockholm and transfer on your own to your hotel. (Private transfer can be pre-booked in advance). Discover this elegant capital dotted with islets, green parks and tree-lined squares. This ""city on the water"" is home to remarkable old houses, vestiges of its past. Gamla Stan, the medieval old town with quiet plots and winding streets, is full of craft stalls, art galleries, antique shops and second-hand bookstores. Kungliga Slottet, the Royal Palace built in 1690 and 1754, very rich in historical memories. Stadshuset. The City Hall, built on stilts, houses sumptuously furnished rooms. Overnight with breakfast. Clarion Amaranten hotel or similar.
	Buffet breakfast at your hotel. Transfer from the hotel to the port not included. At 3:15 PM - Latest time to check-in for at the Tallink Silja Terminal line. At 3:45 PM - Boarding. At 4:45 PM - Cruise departs Stockholm into the Baltic Sea through beautiful archipelagos. For your night on board we can propose multiple attractions : 
	Let yourself be carried away by the atmosphere of romance and joy before returning to your cabin. Overnight on board of a cruise with breakfast. B-Class, Inside Cabins.
	 
	Buffet breakfast on board. At 10:30 AM - Cruise arrives to Tallinn. Transfer to the hotel in the city on your own. Visit the Estonian capital on your own - Christmas Markets. You will find them at the City Hall Main Square which has a fairytale medieval atmosphere. You will find all kind of handmade products made by craftsmen and local merchants. Vanalinn. It preserves the features of an authentic medieval town with old merchant houses and storages. Here, you can find Raekoja Platz (City Hall Square). Alexander Nevski Cathedral. It was built after a design from Mijail Preobrazhensky with a typical Russian style, between 1894 and 1900, while the country was part of the Russian Imperial. Overnight with breakfast. Hestia Europa hotel or similar.
	
		Breakfast in the hotel. Morning at leisure. Take a last stroll around the city or hurry to buy some last minute souvenirs. Transfer on your own to the airport (private transfer can be pre-booked in advance). End of our services. See you again in Scandinavia, Iceland & The Baltics.
		 "," 1,904
                            "
santorini,Classical Greece & Hop On Hop Off,"92,990","
                            10 NIGHTS
                        ","
	
		Meet and assist at International Athens Airport and transfer to your hotel. Accommodation in Athens. Overnight at your hotel.
	Half Day city tour with Acropolis coach tour. In the morning you will be picked up from your hotel and start the half-day tour to Athens. This tour gives you an opportunity to observe the striking contrasts that make Athens such a fascinating city. Our expert guides will take you to see the Panathenaic Stadium where the first Olympic Games of modern times were held in 1896 (short stop). Continue and pass by the Presidential residence (ex Royal Palace) guarded by the Euzones in their colorful uniform, the Temple of Olympian Zeus, the Hadrian’s Arch, the Parliament and the memorial to the Unknown Soldier, the Academy, the University, the National Library, the Constitution Square (Syntagma). On the Acropolis visit the Architectural Masterpieces of the Golden Age of Athens : The Propylaea, the Temple of Athena Nike, the Erechtheion, the Parthenon and finally “the harmony between material and spirit”, the monument that “puts order in the mind”, the New amazing Acropolis Museum consistently rated as one of the best museums in the world. Return to your hotel Free evening. Overnight in Athens.
	 
	
		Breakfast at hotel. In the morning you will be picked up from your hotel. Leave for Delphi via Thebes, Levadia and the picturesque village of Arachova, on the slopes of Mount Parnassus, arrive in Delphi and visit the Archaeological Site. After the visit depart for Kalambaka, passing through picturesque villages and towns of Central Greece. Dinner and overnight in Kalambaka.
		 
	
		Breakfast at the hotel. Visit Meteora and enjoy a unique and most impressive scenery with ageless Monasteries, containing priceless historical and religious treasures, standing between earth and sky atop huge rocks. Return to Athens via Trikala, Lamia, Thermopylae (short stop to see across the road the Leonida's Monument), arrive in Athens early in the evening. Overnight in Athens.
		 
	
		Breakfast at hotel. Today, after breakfast you will be picked up from your hotel and transfer to the Airport for your flight to Santorini Island. A thousand sunsets, a thousand memories, a thousand heartbeats, colours of blue red & gold streaking the sky ... this is Santorini island ... Poets have written about it, artists attempt to capture its beauty. Nothing can quite describe ... the unsurpassed magic of Santorini. This tiny Greek island in the Aegean sea, rich in history & steeped in myth, is situated on the southern east tip of the Cyclades Cluster. Once famous for its seafaring captains & thriving trade from Russia towards England, France & Italy, & even further back in time the biblical volcanic catastrophe of 1500 BC, today Santorini is one of the most popular holiday destinations worldwide. Arrival in Santorini and transferred at your hotel. Rest of the day is yours to spend in order to explore the island and admire the breathtaking view. Overnight in Santorini.
		 
		 
	 
	
		Today, after breakfast you will be picked up for a cruise at the caldera and its hot springs. During this tour, you will have the unique chance to visit the active volcano of Santorini, walk on dried lava up to its peak, feel the heat underneath your feet and see the steam of sulphuric gases emerging from the earth bowels. Next, you will sail to the thermal springs where you can dive or step down into the blue waters in order to swim towards the springs (35-36 C). Last you will visit the traditional sister island of Santorini, Thirassia, where you can either swim, go up to the village or simply relax and have something to eat. Return at your hotel. Overnight in Santorini.
	
		Today, after breakfast you will be picked up from your hotel and transfer to the port for your ferry to Paros Island famous for the traditional architecture, the lovely beaches and its nightlife. Parikia and Naoussa are the main villages of Paros, where most activities are concentrated, while there are also other seaside tourist settlements around the island. Arrival Paros and transfer to the hotel. Overnight in Paros.
	
		Breakfast at the hotel. Join the full day Delos-Mykonos. An outstanding visit to two of the most interesting and exciting islands of the
	
		Breakfast at the hotel.
		 
		Very mountainous. the island of Naxos is the largest of the Cyclades. She is distinguished from other Cyclades by the variety of her landscapes; impressive rock formations alternately with beautiful green valleys where there are many traditional villages.
		 
		Island tour by bus. Passage through the villages of Galanado and Filoti. Stop at Chalki (kitron distillery) and Apiranthos (village of marble).
	
		Breakfast at the hotel. Today, after breakfast you will be picked up from your hotel and transfer to the port for your ferry to Athens."," 5,714
                            "
santorini,Greece Island Hopper,"76,990","
                            8 NIGHTS
                        ","
	
		WELCOME TO GREECE! On arrival in Athens, you will be met and transferred by our local representative to your hotel. Check into your hotel by 1500hrs. The rest of the day is free at leisure. Tonight enjoy Athens by Night tour (Operational only on Tue/Wed/Thu/Sat). Enjoy a illuminated orientation city tour of Athens, next visit to the Plaka area, conclude the tour with dinner in a typical Greek Tavern with bouzouki music and Greek Folk Dances. Overnight stay in Athens.
	
		This morning enjoy Athens City Tour. Visit Panathinaiko Stadium which was the cradle of the first Olympic Games in 1896. Pass by the Prime’s Ministers residence, Ex Royal Palace, Zappion (Conference and Exhibition Hall), National Garden, Hadrian’s Arc, St. Paul’s Church, Parliament, Tomb of the Unknown soldier, Schlieman’s House (Numismatic Museum), Catholic Cathedral, University, National Library, Old Parliament, Constitution Square, Russian Orthodox Church and then visit the Acropolis, the crowning beauty and glory of Ancient Athens, with its many monuments atop its rocky base, conclude the tour with the visit to the new ACROPOLIS museum. Overnight stay in Athens.
		 
	
		This morning you will have an early transfer to the port of Piraeus, to embark the normal ferry to Mykonos. Upon arrival at Mykonos you will be greeted and transferred to your hotel. Afternoon at leisure. Overnight stay in MYKONOS. 
	
		The day is at leisure. Enjoy all Mykonos has to offer, from beautiful sandy beaches to archaeological wonders to the extravagant nightlife! Kick back and relax by the beach, immerse yourself in the island’s rich history or dance the night away, Mykonos has it all! Overnight stay in Mykonos.
	
		This morning you will be transferred to ferry point to embark the ferry to Paros. Perched on the slopes a hill, overlooking the vast Aegean sea and the opposite Galatas, Paros Town is the center of the island’s activity. What’s more, in the picturesque Paros Town, you’ll find a great selection of Paros hotels, shops, cafes, restaurants, and taverns! Upon arrival you will be greeted and transferred to your hotel. Overnight stay in PAROS.
	
		The day at your leisure to explore Paros. Apart from a picturesque town, Paros also has fantastic beaches with lush greenery and blue-green waters. Love Bay and Askeli are the two most important beaches on the island, lthough there are many other nice green coves for a swim. Overnight stay in PAROS.
	
		This morning you will be transferred to ferry point for high-speed ferry to Santorini. Santorini is regarded by many as the most spectacular Greek island, Santorini boasts ancient rock formations, raw lava-layered cliffs, and beautiful black sand beaches. Upon arrival at Santorini you will be greeted and transferred to your hotel.  The rest of the day is free. Admire the town of Fira’s whitewashed houses, Narrow streets, and open-air cafes that cling to a steep cliff accessible by cable car or Donkey. Overnight stay in SANTORINI. 
	
		The morning is free. Later in the afternoon enjoy Volcano hotsprings and Oia sunset tour. Enjoy an unforgettable experience as you climb the volcano and swim in the lovely hot springs! Sailing with traditional wooden boat to the volcano, as you climb the volcano and explore dramatic rocky scenery. You have time to swim in the lovely hot springs! Enjoy free time for lunch. Later visit  Oia - climb up 200 steps to reach the top to enjoy the most beautiful sunset. Return from Oia by bus after sunset. Overnight stay in Santorini.
	
		Check out of the hotel latest by 12 noon. According to the departure time of your flight, we will transfer you to the airport for your return or onward flight back home. END OF SERVICES."," 4,731
                            "
santorini,Greece Romance,"50,990","
                            5 NIGHTS
                        ","
	WELCOME TO GREECE! On arrival in Athens, you will be met and transferred by our local representative to your hotel.
	This morning enjoy Athens City Tour. Visit Panathinaiko Stadium which was the cradle of the first Olympic Games in 1896. Pass by the Prime’s Ministers residence, Ex Royal Palace, Zappion (Conference and Exhibition Hall), National Garden, Hadrian’s Arc, St. Paul’s Church, Parliament, Tomb of the Unknown soldier, Schlieman’s House (Numismatic Museum), Catholic Cathedral, University, National Library, Old Parliament, Constitution Square, Russian Orthodox Church and then visit the Acropolis, the crowning beauty and glory of Ancient Athens, with its many monuments atop its rocky base, conclude the tour with the visit to the new Acropolis museum. Overnight stay in Athens.
	
		This morning you will have an early transfer to the port of Piraeus, to embark the high speed ferry to Santorini. Upon arrival at Santorini you will be greeted and transferred to your hotel. Afternoon at leisure. Overnight stay in Santorini.
	The morning is free. Later in the afternoon enjoy Volcano hotsprings and Oia sunset tour. Enjoy an unforgettable experience as you climb the volcano and swim in the lovely hot springs!
	
		The day is at leisure to explore the mysterious and majestic Santorini, the ‘Black Pearl of the Aegean’ and perhaps the most breathtaking of all the Greek islands. 
		 "," 3,133
                            "
santorini,Greek Easy Break,"29,990","
                            4 NIGHTS
                        ","
	
		Meet and assist at International Athens Airport and transfer to your hotel. Accommodation in Athens. Overnight at your hotel.
	
		Breakfast at hotel. The tour begins in front of the Parliament in Syntagma Square where you will see the  Monument of the Unknown Soldier and the change of the famous Guards. A pleasant walk will follow through the National Garden and on to the Zappeion Hall, the Temple of Olympian Zeus and the Hadrian's Arch. From here you will enter the Plaka area heading to the Acropolis and visit with your guide the Propylaea, the Temple of Nike, and the Parthenon, the monuments that remind us of Glory of Ancient Athens and the Golden Age of Pericles. See also in the surrounding the Athenian Agora, the Observatory, the Hill of Democracy (Pnyx), Mars and Philoppapos Hill, the Odeon of Herodes Atticus, and the Theater of Dionysus. Overnight at your hotel.
	
		Today, after breakfast you will be picked up from your hotel and transferred to the port for your ferry embarkation to Santorini Island. A thousand sunsets, a thousand memories, a thousand heartbeats, colours of blue red & gold streaking the sky ... this is Santorini island ... Poets have written about it, artists attempt to capture its beauty. Nothing can quite describe ... the unsurpassed magic of Santorini. This tiny Greek island in the Aegean sea, rich in history & steeped in myth, is situated on the southern east tip of the Cyclades Cluster. Once famous for its seafaring captains & thriving trade from Russia towards England, France & Italy, & even further back in time the biblical volcanic catastrophe of 1500 BC, today Santorini is one of the most popular holiday destinations worldwide. Arrival in Santorini and transferred at your hotel. Rest of the day is yours to spend in order to explore the island and admire the breathtaking view. Overnight at your hotel.
	
		Today, after breakfast you will be picked up for a cruise at the caldera and its hot springs. During this tour, you will have the unique chance to visit the active volcano of Santorini, walk on dried lava up to its peak, feel the heat underneath your feet and see the steam of sulphuric gases emerging from the earth bowels. Next, you will sail to the thermal springs where you can dive or step down into the blue waters in order to swim towards the springs (35-36 C). Last you will visit the traditional sister island of Santorini, Thirassia, where you can either swim, go up to the village or simply relax and have something to eat. Return at your hotel. Overnight at your hotel.
	
		Today, after breakfast you will be transferred to the Airport to catch your flight.
		
		 "," 1,843
                            "
kathmandu,Grand Hotel - Non Casino,"6,999","
                            3 NIGHTS
                        ","
	On landing at Tribhuvan International Airport, meet a Yatra representative and drive to the hotel.
	After check-in at the hotel, enjoy the rest of the day at leisure and then stay overnight.
	Post a scrumptious breakfast, embark on an extensive sightseeing tour of this culturally rich city. Begin by travelling through Kathmandu, admiring its architecture and if possible, interacting with the locals. Thereafter, explore Pashupatinath, Boudhanath.
	 
	Pashupatinath Temple, which is one of the most revered shrines of the Hindus. Located on the banks of the Bagmati River, this temple is dedicated to Lord Shiva. This holy shrine has been listed as a UNESCO World Heritage Site.
	 
	Boudhanath is a giant, almost-spherical stupa, located in the north-western part of the city. There are various myths about its origin, and it is widely believed that it was constructed sometime after the death of Lord Buddha. The whole structure consists of a three-stepped 16-sided platform and a white dome atop it, crowned by a small golden pyramid.
	Following this incredible spiritual excursion, return to the hotel and take rest. Overnight at the hotel."," 430
                            "
kathmandu,Beautiful Loving Nepal,"17,500","
                            4 NIGHTS
                        ",,
bangkok,Yatra Exclusive - Amari Watergate Bangkok,"18,990","
                            3 NIGHTS
                        ","
	
		Upon your arrival in Bangkok you will be transferred to Bangkok, rest of the day at leisure. Overnight at Hotel in Bangkok.
	
		
			Bangkok Orientation & Temple Tour. Post a filling breakfast at the hotel, we start with fascinating temples around the capital (Bangkok) like the Wat Traimit housing a five-and-half ton Golden Buddha statue and the Marble Temple. The tour will give you an in-depth understanding of the traditions and culture of Bangkok.
	
		
			Today after breakfast, day at leisure.
	
		
			
				Have a buffet breakfast at the hotel in the morning. After check out formalities, you will be picked up for departure transfer to the airport for flight way back home."," 1,167
                            "
bangkok,"Luxury Delights - Phuket, Krabi & Bangkok","41,500","
                            6 NIGHTS
                        ",,
bangkok,Scintillating Thailand - 4 Star Special,"35,500","
                            7 NIGHTS
                        ",,
rome,Paris Swiss Italy,"1,14,990","
                            7 NIGHTS
                        ","
	Transfer to Venice via Milan. See Duomo di Milano. Visit the Basilica of St. Anthony in Padova. Indian Dinner
	
		Transfer to Florence. Florence guided city tour. Florence guided city tour. Proceed to Rome. Indian Dinner"," 7,066
                            "
