place,package_name,price,time,about_trip,emi
united kingdom,Charming Scotland (Land Only),"1,06,990","
                            8 NIGHTS
                        ","
	
		
	 
	
		
	 
	 
	 
	 
	 
	 "," 6,574
                            "
united kingdom,Best of UK and Ireland (Land Only),"56,990","
                            7 NIGHTS
                        ","
	
	 
	
	After a lovely breakfast at the hotel, prepare for the next leg of your Europe tour 
	Check-out from your hotel and get picked up for transfer to the station for your train to Edinburgh (Train prices not included, available on request)
	Arrive in Edinburgh - capital city of Scotland. Recognised as the UNESCO City of Literature, Edinburgh has a stronghold in several other creative fields. The active arts scene and colourful festivals further add to its glory, which is hugely credited to its history and architectural heritage.
	Check-in at your hotel and relax today. Your day will be free to explore the city on your own
	Rejuvenate yourself with an overnight stay at the hotel.
	 
	 
	 
	 
	 "," 3,502
                            "
united kingdom,European Fiesta (Land Only),"83,990","
                            6 NIGHTS
                        ","
	
		
			
				"," 5,161
                            "
phuentsholing,Amazing Bhutan,"19,800","
                            5 NIGHTS
                        ",,
oman,Beautiful Turkey Tour,"69,900","
                            8 NIGHTS
                        ",," 4,295
                            "
oman,Amazing Turkey Tour,"59,900","
                            7 NIGHTS
                        ",," 3,681
                            "
netherlands,European Escapades (Land Only),"85,990","
                            9 NIGHTS
                        ","
	• Arrive in Amsterdam - one of the most popular cities of Europe, replete with gorgeous architecture, fashion and food.
	• Once you arrive at the airport, private transfer to hotel
	• Spend the day relaxing and taking in the breath-taking sights this colourful city has to offer
	• Overnight stay at the hotel
	
		• Wake up and grab a delicious breakfast at the hotel
		• Head to your Amsterdam Hop On Hop Off City Tour on seat in coach basis. Tour to explore the vibrant city. The tour takes you from the Central Station all the way up to Anne Frank House, passing by iconic places such as the Royal Theatre Carré, the Jewish Cultural Quarter, and the Artis Royal Zoo, and even the Gassan Diamonds Jeweler. This bustling capital of Netherlands never ceases to disappoint. This tour allows you stop near top attractions, historical museums, monuments and of course the distinctive canal belt of Amsterdam. Don’t miss delights like the Van Gogh museum, the Heineken Brewery and the Flower Market. The tour covers all aspects of Amsterdam: culture, history, and night life. 
		• Overnight stay at hotel
	 
	
	• Check-out from your hotel and make your way to Amsterdam train Station for your train to Frankfurt (Train prices not included, available on request)
	• Arrive Frankfurt, make your way to hotel. Check-in at the hotel and relax today. 
	• This large metropolis houses everything from modern skyscrapers to ancient Gothic structures. History and art museums are a plenty in Frankfurt. An impressive combination of restaurants serving your favourite food, lush parks with a serene atmosphere perfect for relaxing and centuries-old architectural wonders worth–seeing makes the city a must-visit in Germany. 
	• Overnight stay at the hotel
	 
	
		
			• Good morning! Breakfast is ready and served at the hotel
			• Today, you will experience Frankfurt in a Hop On Hop Off Tour of the city. See all there is to see in Frankfurt, one of the most breath-taking cities in Germany due to its masterly combination of ancient landmarks with a sleek and modern cityscape. Explore the variety of Frankfurt, from the Coronation City of the German Emperors to the modern European Banking Centre. See the famous city hall, Romer, the magnificent Paul’s Church, the outstanding Cathedral, the former headquarters of the city's Stadtwehr militia, the shopping street Zeil, the Old Opera and much more. 
			• Overnight stay at hotel
		 
	• Enjoy a scrumptious breakfast at the hotel
	• It’s time to Check-out from the hotel and make your way to the train station for the next destination in your tour! Take the train to Munich (Train prices not included, available on request)
	• Arrive Munich. Make your way from the train station to the hotel. Check-in at the hotel. 
	• Spend the day unwinding and relaxing. Munich is a city of culture and heritage in Germany. The city is a major tourist place with many churches, museums and parks that are a must-visit here. 
	• Overnight stay at the hotel
	• After a lip-smacking breakfast at the hotel, get ready to experience the energy of Paris
	• Begin your discovery of Munich with a city Hop-on Hop-off tour bus. Today, you’ll explore the essential landmarks of the Bavarian capital. Visit Pinakotheken art museums in the Kunstareal museums district, the large imposing squares of Odeonsplatz and Max-Joseph-Platz  which are home to the National Theatre, the Opera House and the Munich Residenz and museum and the Marienplatz. Dominated by the New City Hall, built in a striking Gothic style, the Marienplatz draws millions of visitors every year, many of them wanting to see and hear the famous Glockenspiel in the square. Absorb the atmosphere of this and other quintessential Munich experiences. 
	• Overnight stay at hotel
	• Enjoy your breakfast at the hotel
	• It’s time to Check-out from the hotel and make your way to the train station for the next destination in your tour! Take the train to Lucerne (Train prices not included, available on request)
	• Arrive Lucerne. Make your way from the train station to the hotel. Check-in at the hotel.
	• Spend the day exploring the city on your own. You can explore on foot the city highlights including the Chapel Bridge, the Old Town, Lake Lucerne, various Museums and many more attractions.
	• Overnight stay at the hotel
	 
	• Good morning! Breakfast is ready and served at the hotel
	• Then make your own way by trains and Gondolas for a full day excursion to Mt. Titlis, the highest glacier destination and the biggest ski and snowboard paradise in central Switzerland. To get to Mt. Titlis, you need to pass through a series of two different cable cars. The last leg of the journey involves the world’s first rotating cable car called the Titlis Rotair.
	At Mt. Titlis, you have free time to play and enjoy in the snow, visit the Ice Grotto or just relax at the restaurant. On the terrace on top of Mt. Titlis summit station, if weather permits, you could take an unforgettable ride on the Ice-Flyer, an enclosed ski lift that travels a few meters down the Titlis glacier.
	• Overnight stay at hotel
	
		• Enjoy a breakfast at the hotel
		• Check-out from the hotel and make your way to the train station to catch the train to Zurich (Train prices not included, available on request)
		• Arrive Zurich. Make your way from the train station to the hotel. Check-in at the hotel.
		• Spend the day exploring the city on your own. 
		• Overnight stay at the hotel
		 
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport."," 5,284
                            "
oman,Short Trip To Oman,"56,990","
                            3 NIGHTS
                        ","
	
		
			
				
					Meet our representative at Muscat International Airport, Get relaxed & unwind yourself.
					Overnight in hotel. 
	After breakfast proceed for half day city tour.
	On this tour, you will begin with a visit to the Grand Mosque, an erection of architectural magnificence and a religious landmark of serenity. A must visit for all tourists; the Mosque is open for viewing from 8-11 am, except on Fridays. Your next stop will be at scenic Muttrah, where you will stroll through lush stalls of fish and vegetables, laid out generously at the local market. You then proceed to the city’s exquisite Muttrah Souq, famous for its assortment of tiny shops that sell exclusive embellishments and miniature relics of Omani art, tradition and culture. A perfect blend of ancient and modern, this souq area gives you in right proportions, the sightings, fragrances and resonance of Oman. You then drive past the Corniche and the capital area, which will lead you to your next halt at the Sultan’s Palace, fringed by the Portuguese forts – Jalali and Mirani. The Bait Al Zubair Museum Visit is next on the list, waiting to give you a glimpse of Omani history and culture. Your tour ends here. 
	Please Note: Men and women are requested to kindly wear appropriate clothing that covers their arms and legs completely. Ladies will also need to conceal their head with a scarf.  
	Grand Mosque visiting hours is 8-11 am only. No visit on Friday possible.
	Return back to the hotel. Rest of the day at leisure. Overnight stay in Muscat.  
	After breakfast, proceed for a discover dive at Daymaniyat islands, one of Oman’s premier dive spots. Virtually everyone who comes here does so to dive, or at least snorkel (see Diving the Daymaniyats). There are nine low, rocky little islets here, strung out in a line from east to west and clustered in three quite widely separated groups, surrounded by coral reefs. 
	Enjoy a discover dive with an instructor. Picnic snack box, water will be provided. 
	By late noon return back to hotel. Overnight stay in Muscat. 
	
		
			
				After breakfast at the hotel, get Check out formalities done & proceed to airport for your flight back."," 3,502
                            "
oman,Muscat Special,"39,990","
                            3 NIGHTS
                        ","
	
		
			
				
					Meet our representative at Muscat International Airport, Get relaxed & unwind yourself.
					Overnight in hotel. 
	
		After Breakfast the guests are on there own to Explore the Sultanate. Below are some optional tours to opt from
		 
		Option 01 GREEN MOUNTAIN TOUR – 4 WD tour Full day tour
		The tour begins at Nizwa, exploring its fort and traditional market. The journey continues to Wadi al
		Madeen, from where a 36-km drive through a scenic mountain road brings visitors to Al Jabal Al Akhdar
		(2000 metres above sea level), the green mountain of Hajjar mountain ranges, truly a unique attraction in
		the Arabian Peninsula. Al Jabal Al Akhdar is famed for its temperate cool climate and tropical fruit
		orchards. The villages overlook a spectacular landscape of awesome peaks, gorges and wadis. Picnic
		lunch is served on this tour.
		 
		Option 02 OMAN’S GRAND CANYON – 4 WD tour Full day tour
		Morning start. The drive then continues through graded tracks, stopping at Wadi Ghul, a fascinating
		village surrounded by lofty mountain ranges. The panoramic mountain drive brings visitors to Jabal
		Shams (Mountain of the Sun), the second highest peak in the Arab Gulf region, rising to over 2000
		metres. The picturesque setting offers incredible views of the rugged landscape. A visit to the mountain
		village of Misfah offers a rewarding study of ancient architecture sen in stone houses. Enjoy picnic
		lunch enroute before returning to Muscat.
		 
	""After Breakfast the guests are on there own to Explore the Sultanate. Below are some optional tours to opt from
	 
	Option 01 DAY IN THE DESERT -4 WD tour Full day tour
	Drive south towards the 8000 square kilometre expanse of sand to experience the magic of a true desert
	at Wahiba sands- almost a sea of constantly shifting sands. A drive through the awe inspiring sand
	dunes is a must. Enjoy some 4x4 dune-bashing, and ride camels. Later, visit a local Bedouin family in
	their home to get a close up view of their lifestyle and share coffee & dates with the genuine Bedouins. A
	short drive away from the desert is Wadi Bani Khalid... A lush valley. Enjoy a refreshing swim in its
	coolwaters before enjoying a picnic lunch and driving back to Muscat.
	•Note: bring plenty of sunscreen, good shoes, towels and swim wear.
	 
	Option 02 COASTAL DELIGHTS – 4 WD tour Full day Tour
	This tour takes you through one of the most amazing scenic spots in the country. One can visit Quriyat, a
	small coastal fishing village, and proceed on an off road trip via Wadi Al Arbeen to Wadi Tiwi and Fins
	Beach. The drive on the graded track leads to Wadi Shab, one of Oman's spectacular wadis, which flows
	with fresh water most of the year alongside banana plantations and rocky paths. Enjoy a picnic lunch in
	Wadi Shaab before returning back to Muscat with some amazing photographs of the varied landscape of
	Oman.""
	 
	
		After breakfast at the hotel, get Check out formalities done & proceed to airport for your flight back.
		 "," 2,457
                            "
interlaken,Tops of Europe & Titlis,"71,990","
                            4 NIGHTS
                        ","
	
		
			
				
					
						Arrival in Interlaken by train 2nd class from the Swiss border or any Swiss airport. Overnight in Interlaken.
	Excursion from Interlaken up to the Jungfraujoch - Top of Europe. From Interlaken Ost the train takes you via Grindelwald or Wengen to the Kleine Scheidegg, at the foot of the famous Eiger North Wall. The Jungfrau Railway takes you up to the Jungfraujoch - at 3454 m/11’333 ft the highest railway station in Europe. 
	 
	
		
			
				Rail journey over the Brunig Pass to Lucerne. Overnight in Lucerne.
	
		
			
				Excursion to Mount Titlis - at 3020 M/10’000 Ft. From Lucerne the train takes you to the mountain monastery village Engelberg where you board agondola which takes you up to the Trubsee. You continue your trip by another gondola to stand and finally the first revolving Titlis Rotair cable car takes you up to Mount Titlis. For a spectacular, close-upinsight into a glacier, visit the glacier cave and ride the Ice Flyer chair lift. And get your thrills on the 
				 
	
		
			
				
					Return to Swiss border or airport or continue your stay in Switzerland at your own request. "," 4,424
                            "
hanoi,North & South Vietnam,"36,500","
                            6 NIGHTS
                        ","
	07:45 - 08:15 : Pick up at your hotel (in Hanoi Old Quarter area only) and depart for Ha Long City.
	 
	12:30 : On arrival at pier, you will board your Royal Palace Cruise and you are warmly welcomed by professional and friendly crew.
	
	 
	14:30 : Keep cruising to the most beautiful parts of Halong Bay. This is the best time to relax after lunch and enjoy your privacy, capturing stunning photos of the legendary bay.
	 
	15:30 : Small tender brings you to visit Titop island, hiking to the top of the island from where tourists can capture panoramic view of Halong Bay.
	 
	16:30 : Kayaking & swimming
	 
	18:00 : Join the sunset party on the sundeck in warm and romantic atmosphere, making friends with other members in the group, enjoy fresh local fruit, listening soft, light music, wearing traditional costumes for kings, queens and mandarins.
	 
	19:00 : Enjoy the special dinner cooked by our professional chef.
	 
	20:30 : The moment you choose your own way to relax after dinner, listening to music, singing karaoke, relaxing on the sundeck, squid fishing available for entertainment during the night time.
	06:00 – Take photos of sunrise, morning exercise with our Tai Chi master, a perfect healthy way to start a new day.
	 
	07:00 – Enjoy your breakfast, coffee, tea, fruits.
	 
	07:45 – Visit Surprising Cave – the most beautiful one in Halong Bay.
	 
	09:00 – Back to Royal Palace Cruise for check-out. Keep cruising towards Ha Long Bay, passing by hundreds of islands and islets with different shapes depending on your imagination.
	 
	10:00 – Cooking class opened right on the cruise.
	 
	11:00 – Farewell lunch served on the cruise before you arrive at harbor.
	 
	12:30 – Get on the bus to Hanoi. 16:30 – Transfer you back to your hotel.
	 
	"," 2,243
                            "
oman,Istanbul & Cappadocia Explorer,"37,700","
                            4 NIGHTS
                        ",," 2,317
                            "
hanoi,Best of Vietnam,"83,990","
                            7 NIGHTS
                        ",," 5,161
                            "
hanoi,Getaway to Vietnam,"34,990","
                            4 NIGHTS
                        ","
	
		Xin Chao! Welcome to Hanoi. The tour guide & driver will be welcoming you at Noi Bai airport, it takes us 35 minutes driving to the centre of Hanoi then check-in at hotel. Let’s start our city tour from Temple of Literature, the 1st university in Vietnam then continue to Ba Dinh Square - the biggest square in Hanoi where all biggest cultural, political events of the cities for taking photos of Ho Chi Minh Mausoleum. Later have an overall view of the capital by a “cyclo” visit, which will start around the Old Quarter of Hanoi, stop at Ngoc Son Temple located on the Hoan Kiem Lake (the “Sword” Lake). Overnight in Hanoi.
		 
	
		Have breakfast at hotel. A 90 Kms drive south of Hanoi will lead you to Ninh Binh, the site of the one capital city of ancient Vietnam before Hanoi took its leading role in 11th century. The area is featured by lots of well-known sceneries, which include Tam Coc Caves and Hoa Lu ancient capital with the old temples dedicated to King Dinh & King Le reigned in 10th century. The visit in Ninh Binh starts by a boat trip in Tam Coc where spectacular limestone karsts jut out from the green paddy fields reminding about Guilin (China) and Halong Bay of Vietnam, which gives this scenery the name “Halong-bay-on-land”. Further discovery in Ninh Binh will be continued in the site that used to be the kings’ palace in 10th century and now famous for the wooden relieves of the shady Dinh and Le temples. Lunch at local restaurant. Late afternoon back to Hanoi. Overnight in Hanoi.
		
	
		Have breakfast at hotel and check out. From Hanoi, at 8:00 AM, head East for more than 3 hours by shuttle bus to Halong Bay, the pride of the Gulf of Tonkin, a Natural World Heritage as designated by UNESCO in 1994. The road will pass by the Red River delta with green paddyfields and rural villages, where hard-work farmers are busy with their farming jobs, ploughing buffaloes or planting seedling. Upon arrival in Halong, we’ll take a big boat to cruise the Bay to discover the magnificent beauty of this “Descending-dragon” bay, created by thousands odd-shaped limestone rocks and karst grottoes. After a lunch of fresh seafood on board, we can visit the Surprising Grotto, stop for swimming or kayaking, passing floating villages and approach islets to enjoy their beauty in close distance. Back to the boat for dinner late afternoon. Evening attend activities on the boat or relax at your own leisure. Overnight on the boat near Titov Beach.
	
		After breakfast, visit by boat to Luon Cave, a ring-shaped pool inside an island in Halong with absolutely tranquil landscape and emerald water. Back to the Wharf of Halong passing the most densely area with many islands that have been named like the Cock-Fighting Rock, Sail Island, Incense burner rock or Sea Dog Rock. Early lunch/brunch will be served on board. Arrive at Halong Wharf around 1100. Return to Hanoi around 4:00 PM and drop off at your hotel for check in. Free at your own leisure. Overnight in Hanoi.
	
		Breakfast at hotel and check out. You are free until transfer to airport for departure flight.
		 "," 2,150
                            "
dublin,All of Ireland (Land Only),"2,45,990","
                            9 NIGHTS
                        ","
	• Your Ireland holiday package will commence from Dublin (the Ashling Hotel, Dublin; at approx 1:30 PM)
	• You will be met by your tour guide to proceed to the Four Season’s Carlingford, which overlooks Carlingford Lough
	• Check-in and overnight stay at the hotel
	• Savour a hearty breakfast at the hotel
	• Today, you will travel to the dynamic city of Belfast. This modern city is an eclectic medley of cultural treasures, with its mix of Victorian grandeur, industrial grit and living history.
	• On this tour, you will take a peek into the city’s dramatic history, learn all there is to know about its most famous export, the Titanic. Welcome to the place the Ship of Dreams called home. Explore the docklands upon which she was built, and discover the story of the liner at the fascinating Titanic Belfast. Get an insight into what this city has been through in the previous decades at the Crumlin Road Gaol.
	• Check-in and Relax yourself with an overnight stay at the hotel
	
		• Relish a delectable breakfast at your hotel 
		• Today, check-out and travel over the Glens of Antrim to the magnificent Giants Causeway, flanked by the wild North Atlantic Ocean and a landscape of dramatic cliffs. The unique hexagonal stones have to be seen to be believed 
		• From here, you will continue along the north coast to Derry for a Walking Tour of this fascinating city
		• Then, you will pass over the Blue Stack Mountains to arrive at your final destination, the remote and breathtaking Donegal
		• Have a comfortable overnight stay at the hotel 
	• Today, you will travel back south through what many consider to be the most beautiful scenery in the country
	• On the way, you will stop to pick up some pottery at the Belleek Pottery Factory and see how it is crafted
	• Next, you will enter the Yeats Country. Here, visit the grave of one of Ireland’s most treasured poets and take in the sweeping views of the inspiring Ben Bulben and Glencar Waterfall
	• On arrival in Mayo, check-in at the hotel
	• Overnight stay at the hotel
	• Take delight in an appetizing breakfast at the hotel
	• Your day will start off with a visit to the spectacular Kylemore Abbey, a fairytale building on the shores of a glassy lake surrounded by forest
	• From here, you will continue south through the rugged Connemara Region to the lively city of Galway, where you will have the afternoon free to explore this vibrant city that loves all things cultural
	• Return to the hotel. Overnight stay at the hotel
	• Enjoy your breakfast at the hotel
	• Today, you will explore one of the most unique landscapes in the world, the Burren, and the stunning Black Head Drive
	• To top it all, you will stop at the mighty Cliffs of Moher, rising 700 feet above the Atlantic and stretching as far into the horizon as the eyes can see
	• You will spend the evening in Limerick - Welcome to Limerick - a city fuelled by a love of food, a passion for rugby and pride in its history. Also a city which claims the title of county where the original Irish Coffee was served!
	• Overnight at the hotel
	• Enjoy your breakfast at the hotel
	• Today, you will travel around the Ring of Kerry, a 180 km stretch of road and loops around the most mystical, breathtaking scenery you will see on this tour. Keep your camera in your hand at all times
	• In the evening, on arrival in Kerry, you will check-in at the world class Lake Hotel, situated on the shores of the beautiful Lakes of Killarney
	• Overnight at the hotel
	• Enjoy breakfast at the hotel
	• Start your day with an exploration of the Killarney National Park in a memorable way in a traditional Jaunting Car. You will learn about the history, legends and folklore of the area before going Deer Spotting in the forests
	• Next, you will embark on a Cruise along the glassy lakes of Killarney
	• Later, a visit to the 15th century Ross Castle is also on the cards 
	• The afternoon will be free for you to explore at your leisure
	• Overnight at the hotel
	• Enjoy breakfast at the hotel 
	• Today, you will check-out and depart for Dublin
	• On the way, you will take a detour to Blarney Castle to kiss the Blarney Stone. On doing so, you will receive the ‘Gift of the Gab’, or everlasting eloquence
	• From here, you will head back to the capital to spend one final night before heading home in the morning
	• On arrival in Dublin, check-in at the hotel
	• Overnight stay at the hotel
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport where you can enjoy your last few hours shopping for souvenirs or relaxing before catching your flight for home"," 15,115
                            "
dublin,Historical Ireland - Self Drive (Land Only),"51,990","
                            8 NIGHTS
                        ",," 3,195
                            "
dublin,Enchanting Emerald Isle (Land Only),"1,72,990","
                            7 NIGHTS
                        ","
	
		
			
				• Your tour will begin in Dublin
				• Tour around Dublin in the afternoon for a Guided City Tour
				• On the tour, view the colourful doors in the elegant Georgian Squares, St Patrick’s Cathedral and more
				• Later, you will gather for a welcome reception and exclusive visit to the Crypt at Christchurch Cathedral,  which was built in 1172 and       consists of underground chambers house memorials, artefacts and altar-pieces
				• Overnight at the hotel
	• Savour a hearty breakfast at the hotel
	• Today, you will proceed to admire the rolling green countryside as you cross from Dublin to Ballina
	• En route, stop for a visit at the magnificent Strokestown Park House, an 18th-century mansion with original furnishings with an Irish Famine Museum in the old stables housing one of the world’s best private archives dedicated to the potato famine of the 1840s 
	• Afterwards, continue to Ballina, set on River Moy
	• On arrival, check-in at the hotel
	• Dinner and overnight at the hotel
	
		
			 
	• Relish a delectable breakfast at your hotel 
	• Then, you will travel to the scenic town of Westport and on to Connemara
	• Also, visit the Kylemore Abbey, a once-upon-a-time family home situated on Lake Kylemore. This 19th-century neo-Gothic wonder now serves as a Benedictine Monastery
	• Afterwards, continue to Galway, the ‘City of Tribes’ and visit the Galway Cathedral, an impressive stone church dating back to 1965
	• Check-in and overnight at the hotel
	
		
			
				• Today, post breakfast at the hotel, you will leave for a traditional Irish Farm to gain a cultural insight into the life of a sheep farmer. Sip a cup of morning tea and enjoy a freshly baked scone as you watch the farmer herd sheep with the help of his dog
				• Afterwards, you will head to the coast and the rugged Cliffs of Moher. Here, enjoy the endless ocean views before taking the ferry across the Shannon Estuary and on to Killarney
				• Dinner and overnight stay at the hotel
	• Have breakfast at the hotel
	• This morning, you will have free time to spend in Killarney
	• Alternatively, you can opt for a leisurely Guided Walk with a local specialist. Stop at Torc Waterfall, walk along the lakeshore and past the farmlands of the 19th century Muckross Estate
	• Afterwards, continue your day travelling around the Ring of Kerry, one of the most scenic drives on the Emerald Isle that has inspired poets, artists and musicians for centuries
	• Overnight stay at the hotel
	Please Note: The walk will be over wooded paths and lakeshore trails. While there are no mountains to climb, walkers need to be reasonably fit, have good walking shoes or boots, sunscreen and raingear.
	
		
			
	• Your first stop will be at the Blarney Castle, where you will get a chance to kiss the famous Blarney Stone and receive the “Gift of the Gab”. Browse through the Blarney Woollen Mills before heading towards County Kilkenny
	• Here, you will discover the ‘lost’ town of Newtown Jerpoint which was founded in the 12th century and Belmore House, where the town was unearthed. Hear the tale while relishing a Be My Guest Dinner
	• Check-in and overnight stay at the hotel
	• Enjoy your breakfast at the hotel, and depart for Blarney
	• Have breakfast at the hotel
	• Today, you will visit Kilkenny Castle, an Anglo-Norman mansion that sits majestically over the River Nore, with a local specialist. Also, see the Butler Gallery, one of Ireland’s most important art galleries outside of Dublin, situated in the castle’s basement
	• Later, return to Ireland’s capital, Dublin, where you will visit Trinity College to admire the Book of Kells
	• Overnight at the hotel
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport where you can enjoy your last few hours shopping for souvenirs or relaxing before catching your flight for home"," 10,630
                            "
lugano,Grand Tour of Switzerland Premium Package - 12 Days / 11 Nights,"6,49,900","
                            11 NIGHTS
                        ","
	
		
			Welcome to Zurich. Individual travel to Zurich. Zurich is the “
			attractions like 
			 
	
		
			After Breakfast, check out from Zurich hotel and drive to Lucerne. Check in to Lucerne hotel. Explore lucerne city with a magnificent 90 mins boat cruise to Alpnachastad from Lucerne, the leafy pedestrian walkways are wide and ideal for a walking tour. Visit the Chapel Bridge, the Water Tower, the Lion Monument and museums like the Swiss Transport Museum, the Art Museum and the Bourbaki Panorama. The sight of the beautiful lake Lucerne, surrounded by the mountain peaks of Titlis and Rigi, is a refreshing one. Overnight in Lucerne
			 
	Continental breakfast at hotel. Get ready for an excursion to Mt. Titlis. From Lucerne take a train to Engelberg. Your round trip ticket takes you from Engelberg to Mount Titlis by cable-car. At 3020 m / 10,000 ft. the glacier paradise with the world famous ROTAIR - provides a 360 degree panoramic view of the snow covered valleys, glaciers, the Black Forestregion, lakes & mountains. Experience the snow and ice on top of Mount Titlis. Try the chair lift Ice Flyer (weather permitting). Evening at leisure. Overnight in Lucerne.
	 
	
		
			Continental breakfast at hotel, check out from Lucerne Hotel. Drive to Chur and Explore Chur city and Chur is the ideal spot from which to set off on walks and visits to vineyards in the ‘Bündner Herrschaft’ wine making region. Overnight in Chur.
			 
	Continental breakfast at hotel, check out from Chur Hotel. Drive to Davos, On your way to Davos you will be having all fascinating scenic villages like Igis, Jenaz, Schiers, fideris etc and vulnerable attractions. Overnight in Davos.
	 
	Continental breakfast at hotel, check out from Davos Hotel. On your way to St. Moritz in the south of Switzerland you have several opportunities to experience the Grand Tour attractions. Relax for example on a train ride on the most beautiful Alpine train, the Bernina Express from Davos to Tirano. Later on move on to Lugano by bus or car, drive from Tirano to Lugano. Bernina Express is a combination of Train and Bus ride from Davos - Tirano - lugano. Overnight in Lugano.
	 
	Lugano for Zermatt, one visit that’s a must is Monte Brè. On your way lies Ascona. The city is famous for its mild climate, its Old Town and a lake promenade which is dot-ted with street cafés. Continue your journey and arrive in the region Valais. Here lies the Aletsch Glacier – the biggest glacier in the Alps. Continue moving down to Täsch which is your last stop by car before you continue by train on to Zermatt. Overnight in Zermatt.
	 
	A morning trip up the exhilarating open-air Gornergrat railway is not to be missed, for unrivalled views over the 4000 m peaks surrounding Zermatt. The Gornergrat train takes you from Zermatt to the top of the 3’089m (11’333 ft) Gornergrat. Enjoy the breathtaking view over the most famous peak in Switzerland – the Matterhorn. Evening at leisure. Overnight in Zermatt.
	 
	After making your way back down to Täsch to collect your car, your route begins with a stunning drive up through the Grand Tour attractions. Explore all scenic routes via Talstrasse, Sion, Sierre in between of Zermatt and Montreux. Leisure time and Overnight in Montreux.
	Have a great leisure day in Montreux and visit Château de Chillon or Rochers-de-Naye. Explore Montreux city vevey as well where you will explore chocolate factory, cheese factory, and Nestle head quarter etc. Overnight in Montreux.
	 
	Continental breakfast at the hotel. Check out and drive from Montreux to Geneva by exploring the Grand Tour attractions. Montreux’s local mountain Rochers-de-Naye at 2042 m offers spectacular views over Lake Geneva and the Alps. Visit to the Patek watch museum and more attractions. Overnight in Geneva.
	 
	After Continental breakfast, check out from Geneva Hotel and explore Geneva city. Driver will drop you at airport for departure flight. End of services
	 "," 39,935
                            "
lugano,,"4,85,900",,,
male,Scintillating Maldives With Beach Bungalow,"46,000","
                            3 NIGHTS
                        ",,
latvia,Best of Baltics and Finland (Land Only),"54,990","
                            7 NIGHTS
                        ","
	 
	 "," 3,379
                            "
