place,package_name,price,time,about_trip,emi
sydney,Amazing Northern Territory with Sydney,"65,990","
                            7 NIGHTS
                        ","
	"," 4,055
                            "
sydney,Best of New South Wales - Self Drive Land only,"42,990","
                            4 NIGHTS
                        ","
	
	
		"," 2,642
                            "
sydney,Captivating Australia,"84,990","
                            10 NIGHTS
                        ","
	
		• Welcome to Australia! Arrive at Brisbane Airport (must arrive by 0730 Hrs), you are driven to Holt St. Wharf to board a launch for Tanglooma Resort. Check-in by 0930hrs and board the 1000hrs Tangalooma Launch to Moreton Island. Arrive Tangalooma Island Resort by 1115hrs & check-into Resort  by 1400hrs.
	
		• Have breakfast and then you may opt to head out to experience the famous themeparks of Gold Coast and visit either Dreamworld or Movieworld (Optional).
	
		• After a lip smacking breakfast, get ready to experience the next leg of your Australian Tour.
	
		• Have a hearty breakfast at the hotel.
	
		
			• Have a scrumptious breakfast and set out to discover Kuranda with Scenic Rail and Skyrail (Optional).
	
		•  Have a filling breakfast and make your way to the airport to board your flight for Sydney (Flight prices not included, available on request)
	
		
			•  Begin your day with a delectable breakfast at your hotel before you head out to tour the beautiful city of Sydney (Optional).
	
		• After breakfast, set out to proceed on a full day tour to either Blue Mountains, Port Stephens or Hunter Valley."," 5,222
                            "
sydney,Best of Land Down Under,"69,990","
                            9 NIGHTS
                        ","
	
	 
	
		
	
	
		
	(Please note, that these are only suggested activities and are not included in the package)
	
	 
	
		(Please note, that these are only suggested activities and are not included in the package)
	"," 4,301
                            "
sydney,Discover New South Wales Self Drive (Land only),"59,990","
                            5 NIGHTS
                        ","
	
	
		"," 3,686
                            "
sydney,Fascinating Australia,"57,990","
                            8 NIGHTS
                        ","
	
		• Arrive at Melbourne Tullamarine Airport, transfer (seat-in-coach basis) to the hotel and check-in for an overnight stay.
	
		• Relish your breakfast. Today you can choose to proceed on a full day tour of Daintree, Cape Tribulation 4WD Bloomfield Track.
	
		• After a lovely breakfast at the hotel, commence on a Full Day Cruise to Outer Barrier Reef. (Optional)
	
		• Enjoy a delicious breakfast at the hotel, prepare for the next leg of your Australian tour.
	
		
			•  Begin your day with a delectable breakfast at your hotel before you head out to tour the beautiful city of Sydney.
	
		• After breakfast, set out to proceed on a full day tour to either Blue Mountains or Port Stephens or Hunter Valley (Optional).
	
		
			All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories"," 3,563
                            "
sydney,Australian Extravagance,"71,900","
                            9 NIGHTS
                        ",,
thimphu,Amazing Bhutan,"19,800","
                            5 NIGHTS
                        ",,
padova,Rome to Madrid - Pilgrim (Land Only),"1,73,990","
                            15 NIGHTS
                        ","
	Excursion to Mt. Titlis, No Ice Flyer, Indian Lunch at Top, further travel to Dijon, Dinner at hotel and Overnight stay."," 10,691
                            "
padova,Lisbon to Rome - Pilgrim (Land Only),"1,68,990","
                            14 NIGHTS
                        ","
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	"," 10,384
                            "
padova,Rome to Lisbon - Pilgrim (Land Only),"1,39,990","
                            12 NIGHTS
                        ","
	
		Arrive Rome, meet your driver at airport parking, transfer to hotel, in the evening dinner in the Indian Restaurant and overnight in Rome.
	Check-out, visit St Anthony Basilica, Venice Island return boat ride.
	 
	Venice Island guided walking tour - 2hrs, See the Murano Glass Blowing Demonstration, lunch in Indian Restaurant in Venice Mestre. Travel to Milan, dinner in Indian Restaurant in Milan and Overnight stay.
	Check-out, travel to Avila. Lunch in Local Restaurant / Packed Lunch. Free time to visit church. Dinner at hotel and overnight stay."," 8,602
                            "
thimphu,Matchless Bhutan,"40,999","
                            7 NIGHTS
                        ","
	The flight to Paro is one of the most spectacular in entire Himalayas. Flying along the Himalayan range from Kathmandu, the journey offers fascinating views and an exciting descent into the Kingdom. Bhutan’s first gift to you as you disembark from the aircraft will be cool, clean fresh and virgin mountain air. After immigration formalities and baggage collection, you will be met by our representative outside the exit gate, and afterwards drive to Thimphu, the capital town of Bhutan.
	
	
	 
	
		After breakfast, proceed for sightseeing tour of Thimpu, city’s main attractions that includes :
		
	After breakfast at hotel, drive to Punakha across Dochula pass (3,080m). In Bhutan, the passes are marked by a large Bhutanese Chorten and prayer flag. Dochula pass offers the most spectacular view over the high peaks of the eastern Himalayas on a clear day.
	
	
	After breakfast visit 
	
	 
	Also visit Chimi Lakhang Temple. Later, drive back to Punakha and enjoy an overnight stay at the hotel.
	 
	
	 
	
		
	
		After breakfast at hotel, drive to Haa Valley via Chele la (mountain pass), at an elevation 3,988 meters, considered to be one of the highest motorable passes in Bhutan. About an hour's drive along a thickly-forested road, is this botanical paradise located. The pass provides stunning views of the sacred mountain Jomolhari and Jichu Drake. It is also marked by hundreds of prayer flags fluttering in the wind. Here, visitors can see cascades of wild roses; purple and yellow primulas; and swathes of deep blue iris covering the forest floor. The top of the pass bloom with rhododendrons in a variety of colours-pale pink, deep pink, burnt orange, mauve, white and scarlet.
		
		 
	
		After breakfast check out of the hotel and we will drop you at International airport."," 2,519
                            "
thimphu,Incredible Bhutan,"39,999","
                            7 NIGHTS
                        ","
	
		
			
				The flight to Paro is one of the most spectacular in entire Himalayas. Flying along the Himalayan range from Kathmandu, the journey offers fascinating views and an exciting descent into the Kingdom. Bhutan’s first gift to you as you disembark from the aircraft will be cool, clean fresh and virgin mountain air. After immigration formalities and baggage collection, you will be met by our representative outside the exit gate, and afterwards drive to Thimphu, the capital town of Bhutan.
				On arrival, in Thimphu check-into the hotel. The capital town of Bhutan and the centre of government, religion and commerce, Thimphu is a unique city with unusual mixture of modern development alongside ancient traditions. With the population of about 90,000 it is perhaps still the world’s only capital city without a traffic light.
				Later in the day take an exploratory walk around Thimphu Craft Bazaar located a few minutes walk from down town hotels. This market offers genuine Bhutanese arts & crafts thus contributing in promotion, protection and preservation of traditional arts.
				Overnight at the hotel in Thimphu.
				 
	
		
			After breakfast, proceed for sightseeing tour of Thimpu, city’s main attractions that includes:
			Royal Textile Museum (open between 09:00 am – 04:30 pm during summer and till 03:30 hrs. during winters, closed on weekends and govt. holidays): is worth a visit to get to know the living national art of weaving. Exhibitions introduce the major weaving techniques, styles of local dress and textiles made by women and men.  
			National Library (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters, closed on weekends and govt. holidays): The history of Bhutan lies imprinted in archaic texts, which are preserved at the National Library. Besides thousands of manuscripts and ancient texts, the library also has modern academic books and printing blocks for prayer flags.
			Institute for Zorig Chusum (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters, closed on weekends and govt. holidays): Commonly known as Arts & Crafts School or Painting School, the Institute offers a six-year course on the 13 traditional arts and crafts of Bhutan. On a visit, one can see students learning the various skills taught at the school.
			 (Zorig Chusum is an art school and is periodically closed for exams, summer and winter holidays, if it is closed on your scheduled sightseeing day, we shall replace it with visit to Zangthopelri Lhakhang)
			Zangthopelri Lhakhang: The present structure was built in 1960s and although lacking the charm of many of the older temples, Zangthoo pelri still possesses some impressive murals and art treasures and is worthy of a visit. The site of the temple was a former battle ground, and the temple was constructed there in order to pacify energies.
			Simply Bhutan Museum: (open between 09:00 am – 05:00 pm) This privately owned museum depicts the ancient Bhutanese architecture which is being lost to modernization.  The uniqueness of the structure is in its composition of the materials used. The structure is built reusing old timber, window and door frames and other items from traditional and old demolished houses.  The best part is the portrayal of the age-old life styles of the Bhutanese people.
			Lunch followed by city tour that includes:
			Memorial Chorten (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters): The stupa built in the memory of Bhutan's third King, His Late Majesty, King Jigme Dorji Wangchuk, who is popularly regarded as Father of modern Bhutan.  The paintings and statues inside the monument provide a deep insight into Buddhist philosophy.
			Buddha Point or Kuensel Phodrang (open between 09:00 am – 05:00 pm during summer and 09:00- 04:00 hrs. during winters): Located at a short drive from Thimphu city centre, visitors can get a good overview of the Thimphu valley from the Buddha point (Kuensel Phodrang). You can pay your obeisance and offer prayers to the Buddha, the largest statue in the country and then walk around and take a glimpse of the valley.
			Changangkha Lhakhang: is one of the oldest monasteries in the Thimphu valley (open between 09:00 am – 1:00 pm and 2:00 pm - 4:00 pm during winters and 5:00 pm during summers). It was built in the 15th century by a descendant of Lama Phajo Drugom Zhipo, the man who spread the Sect Drukpa Kagyu in Bhutan. The main statue at the temple is of Avalokiteswara (the eleven-headed Buddha manifestation with 1000 arms and 1000 eyes). The temple courtyard offers good views over the city of Thimphu.
			Conclude the tour of the day with a visit of Trashichhoedzong (open on weekdays after 05:30 pm during summer and after 04:30 pm during winter and during weekends between 09:00 am - 05:00 pm during summer and 09:00 am - 04:00 pm during winter) , “fortress of the glorious religion”. This is the center of government and religion, site of monarch’s throne room and seat of Je Khenpo or Chief Abbot. Built in 1641 by the political and religious unifier of Bhutan, Shabdrung Ngawang Namgyal, it was reconstructed in 1960s in traditional Bhutanese manner, without nails or architectural plans. 
			 
	
		
			
				After breakfast, proceed for sightseeing tour of Thimpu, today’s main attractions include:
				Jungshi Handmade Paper Factory (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters, closed on weekends and govt. holidays): is one km drive from city. It manufactures traditional Bhutanese paper using the bark of two tree species - the Daphne tree and Dhekap. The entire process of traditional manufacturing of the handmade paper can be observed here. 
				 
				Takin Preserve Zoo (open between 09:00 am – 04:00 pm, closed on Monday): is one of the few places in Bhutan where we can see Takin, the national animal of Bhutan and a unique combination of Goat and an Antelope.
				 
				Folk Heritage Museum (open between 09:00 am – 05:00 pm, closed on Sunday and govt. holidays): is a traditional house replicating a farmhouse giving an insight to the Bhutanese lifestyle, and artifacts from the rural households. The museum also organizes regular demonstrations of rural traditions, skills, habits and customs as well as hosting educational programs for children. The house design and many of the artifacts are also reminders of rural Bhutanese life. 
				 
				Royal Botanical Park (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters, closed on govt. holidays): it occupies an area of nearly hundred twenty km square and forms the backdrop of the Dochula Pass. It was inaugurated on the centenary of the monarchical rule in Bhutan.
				This is a paradise for nature lovers and is famous for its rhododendrons beside over a hundred different varieties of ferns. It is also home to several rare animals and birds like the red panda, musk deer and the blood pheasants.
				Bhutan Post Office Museum (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters, closed on govt. holidays): While you are in Bhutan, you must visit Bhutan Post office to get your own customized stamps made which can be used to post letters from Bhutan to anywhere in the world.
				Weekend Market – (only from Friday to Sunday) is one of the most happening market which attracts lots of tourists, here locals from nearby areas come and sell fruits, vegetable, spices and crafts. 
				Institute of Traditional Medicines (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters on weekdays and between 09:00 am – 12:00 pm on Saturday, closed on Sunday and govt. holidays): established in 1978, iIt prepares and dispenses traditional herbal and other medicines. There is an impressive laboratory and production facility that manufactures quality products. All kinds of pills, tablets, ointments and medicinal teas from here are distributed to regional health-care units around the country.
				 
	
		
			
				After breakfast at hotel, drive to Punakha across Dochula pass (3,O8Om). In Bhutan, the passes are marked by a large Bhutanese Chorten and prayer flag. Dochula pass offers the most spectacular view over the high peaks of the eastern Himalayas on a clear day.
				After checking into hotel, proceed to visit Punakha Dzong (open between 11:00 am - 1:00 pm and 3:00 pm - 5:00 pm), built strategically at the junction of Pho Chhu and Mo Chhu rivers in 1637, by Shabdrung Ngawang Namgyal to serve as the religious and administrative centre of the region, Punakha Dzong has played an important role in Bhutan's history. Damaged by four catastrophic fires and an earthquake, the Dzong has been fully restored by the present King. The Dzong is open for visitors during Punakha festival and in summer months when the monk body moves to Thimphu.
				Later in the day excursion to Chimi Lakhang (open between 09:00 am – 12:00 pm and 1:00 pm - 4:00 pm), situated on a hillock in the centre of the valley, also known as the temple of fertility. It is widely believed that couples who do not have children and wanting one, if they pray at this temple, they are usually blessed with a child very soon. The trail leads across rice fields to the tiny settlement of Pana, meaning ‘field’. A walk through the village near the temple will give you rare glimpses into the daily life and lifestyle of the villagers. After motorable road one has to walk hrough paddy fields and villages. This is total about 1.1/2 hours walk, both ways.
				Overnight at the hotel in Punakha.
				 
	
		
			After breakfast visit Sangchhen Dorji Lhuendrup Lhakhang nunnery: Perched on a ridge amid pine trees and overlooking valleys of Punakha and Wangduephodrang, gleams the magnificent structures of Sangchhen Dorji Lhuendrup Lhakhang (Temple). The temple houses a 14-foot main bronze statue of Avalokiteshvara (Chenrigzig chagtong chentong). Other statues include those of Guru Padmasambawa, Gautama Buddha, Zhabdrung Ngawang Namgyel, Tsela Namsum, the 21 Taras and Tsepamay (Buddha of longevity). The Avalokiteshvara statue, one of the biggest in the country, was the handiwork of entirely local Bhutanese artisans.  
			The temple complex also houses a permanent higher learning and meditation centre for nuns where, apart from religious trainings, it provides life skill training such as tailoring, embroidery, statue making and thangka painting.
			Afternoon hike up through fields of chilies, cabbages to Khamsum Yuelley Namgyal Chorten, which was built to remove negative forces and promote peace, stability and harmony in the changing world. The Chorten dominates the upper Punakha Valley with commanding views across the Mo Chhu and up towards the mountainous peaks of Gasa and beyond a stunning monument recently built by the Queens and consecrated in 1999.  
			Overnight at the hotel in Punakha.
			 
	
		
			
				After breakfast drive back to Paro descending back down from Dochu La, follow the way back up the dramatic Wang Chhu and Paro Chhu river valleys, before crossing through Paro Town towards the north end of the valley. 
				En route visit Simtokha Dzong (open between 09:00 am – 05:00 pm during summer and 09:00- 04:00 hrs. during winters), the place of profound tantric teaching, this dzong now houses a school for the study of the Dzongkha language.
				Later in the day after checking into hotel, proceed to visit Ta Dzong (open between 09:00 am – 05:00 pm, closed on govt. holidays), originally built as Watchtower, which now houses National Museum. The extensive collection includes antique thangkha paintings, textiles, weapons & armour, household objects and a rich assortment of natural and historic artifacts.
				Ta Dzong visit shortly followed by a short walk down the trail to visit Rinpung Dzong (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters, closed on weekends and govt. holidays): meaning (“fortress of the heap of jewels”), which has a long and fascinating history. Along the wooden galleries lining the inner courtyard are fine wall paintings illustrating Buddhist lore such as four friends, the old man of long life, the wheel of life, scenes from the life of Milarepa, Mount. Sumeru and other cosmic Mandala.
				Overnight at the hotel in Paro.
				 
	
		
			
				After breakfast excursion to Taktshang Monastery (5 hrs hike, open between 09:00 am – 05:00 pm):  It is one of the most famous of Bhutan’s monasteries, perched on the side of a cliff 900m above the Paro valley floor. It is said that Guru Rinpoche arrived here on the back of a tigress and meditated at this monastery and hence it is called ‘Tiger’s Nest’. This site has been recognized as a most sacred place and visited by Shabdrung Ngawang Namgyal in 1646 and now visited by all Bhutanese at least once in their lifetime. On 19 April, 1998, a fire severely damaged the main structure of building but now this Bhutanese jewel has been restored to its original splendor.
				On the way back to town stop at Drukgyel Dzong, a fortress where Bhutanese warriors fought Tibetan invaders centuries ago. The snowy dome of sacred Chomolhari, ""mountain of goddess'' can be seen in all her glory from the approach road to the Dzong.
				Along the way, visit the 7th century Kyichu Lhakhang (open between 09:00 am – 05:00 pm during summer and till 04:00 hrs. during winters): is one of the 108 temples built in the Himalayas by Tibetan King, Songtsen Gampo. The building of this temple marks the introduction of Buddhism in Bhutan.
				OR – Chele la driving excursion 
				After breakfast at hotel, drive to Chele la (mountain pass), at an elevation 3,988 meters, considered to be one of the highest motorable passes in Bhutan. About an hour's drive along a thickly-forested road, is this botanical paradise located. The pass provides stunning views of the sacred mountain Jomolhari and Jichu Drake. It is also marked by hundreds of prayer flags fluttering in the wind. Here, visitors can see cascades of wild roses; purple and yellow primulas; and swathes of deep blue iris covering the forest floor. The top of the pass bloom with rhododendrons in a variety of colours-pale pink, deep pink, burnt orange, mauve, white and scarlet.
				Later in the day drive back to town. Evening an exploratory walk around main street and market area. 
				 
				Overnight at the hotel in Paro.
				 "," 2,458
                            "
