place,package_name,price,time,about_trip,emi
egypt,Classic Egypt,"69,999","
                            7 NIGHTS
                        ","
	
		Welcome to Cairo - Egypt’s capital – built on the banks of the river Nile. The main attractions in Cairo are primarily the various historical landmarks that dot the area from ancient to more recent times.  There are also other attractions such as palaces, historical mosques, mausoleums, citadels and much more and Cairo is also known for its nightlife and various cafes. 
		 
		Upon arrival at the Cairo International airport, you will be met by our local representative who will assist you. Head to your hotel while passing through Old Cairo to enjoy the panoramic view of the citadel with the towering Mosque of Mohamed Ali. Pass by Sultan Hassan & El Refaie mosques. Spend the day relaxing and taking in the breath- taking sights this colourful city has to offer. Else, you may opt to head out for a Sound and Light Show by the Pyramids (available at additional cost). 
		 
		Overnight stay at the hotel in the comforts of your room at Cairo
		 
	
		Wake up and grab a delicious breakfast at the hotel. 
		 
		
		
		Overnight stay at the hotel.
		 
	 
	
		Rise to a beautiful day and Savour a hearty breakfast and Check-out.
		 
		Today morning you will be met at the hotel by your guide for a full day tour of the Pyramids at Giza, Sphinx, papyrus fair, perfume factory and cotton shop. Thereafter visit the Egyptian Museum. Designed in the Neoclassical style by Marcel Dourgnon, the Egyptian Museum boasts 107 halls filled with artifacts dating from the prehistoric through the Roman periods, with the majority of the collection focused on the pharaonic era. The museum houses approximately 160,000 objects covering 5,000 years of Egypt's past. Post the visit to Egyptian Museum, proceed to Khan El-Khalili Bazaar. No visit to Cairo is Complete without a stop at the Khan El-Khalili bazaar, where you will be transported back in time to an old Arab souk. Shop owners calling you to their stalls, the scent of spices, the hustle and bustle of trade, and the many beautiful objects that can purchased will have you lost among alleys for hours. Put your
		haggling skills to the test when buying statuettes, spices, souvenirs, silver jewellery, t-shirts, galabiyyas, belly dancing costumes, or anything for that matter. When your shopping’s done, do not miss out on a traditional cup of tea at the famous Fishawi’s cafe (own expense). 
		 
		In the evening, you'll be transferred to the Cairo train station to board your train to Aswan.
		 
		Overnight on-board the sleeper train.
		(Please note, Train departs Cairo at 20:00. and arrives Aswan at 08:15. (next day)
		 
	 
	
		Upon arrival in Aswan station, proceed for a guided trip to the High Dam and the Temple of Philae.
		 
		The latter is a special site, a shrine to Isis: your guide will explain how UNESCO took steps to relocate it to save it from flooding.
		Thereafter, proceed to the Nile cruise for check-in.
		 
		Overnight on-board the cruise
		 
	
		Enjoy a lovely breakfast early morning (Boxed breakfast would be provided on this day). You will be taken to tour great Temples of Abu Simble.
		 
		Abu Simbel is a temple complex, originally cut into a solid rock cliff, in southern Egypt and located at the second cataract of the Nile River. The Temple was reclaimed from the dam to rescue from the rising water of Lake Nasser and reconstructed in its present site. Prepare to be blown away by the magnificence of these temples. They are undisputedly one of the world's most breathtaking monuments, and Egypt's second most visited touristic site. The two temples which comprise the site (The Great Temple and The Small Temple) were created during the reign of Ramesses II. Later you will sail to Kom Ombo to visit the Temple of Sobek and Haroeris. Visit the Kom Ombo Temple which is about 30 miles (48 km) north of Aswan and was built during the Graeco-Roman period. The temple is unique because it is in fact a double temple, dedicated to Sobek the crocodile god, and Horus the falcon-headed god. The layout combines two temples in one with each side having its own gateways and chapels. The rest of the day is spent sailing to Edfu. 
		 
		Overnight on-board the cruise.
		 
	
		After a lip-smacking breakfast, get ready to experience the energy of Edfu.
		 
		
		 
		Overnight on-board the cruise.
		 
	Indulge in a scrumptious breakfast onboard. Check-out after breakfast. 
	 
	Make way to visit most famous sites on Luxor's West Bank - Valley of the Kings, and Temple of Queen Hatshepsut. Step back in time to ancient Egypt as you explore the elaborate tombs of the Valley of the Kings, visit the unique design of the Temple of Queen Hatshepsut and the towering statues of the Colossi of Memnon. In the evening visit the age-old Temples of Karnak and Luxor Temple on the Nile’s East Bank. Explore the giant columns of the Hypostyle Hall, walk the Avenue of the Sphinxes, and see other highlights as you learn their history. Then, head for Luxor Temple to admire its columns, courts and statues; and discover how it was embellished by Tutankhamun and Alexander the Great.
	 
	Collect your luggage and head to Luxor Airport to board your onward flight to Cairo (must be evening flight)(Flight prices not included, available on request).
	 
	Overnight stay at Hotel in Luxor.
	 
	
		All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories.
		 
		Check-out from the hotel and get transferred to airport for your flight back home.
		 
		Tour Ends.
		 "," 4,301
                            "
dubrovnik,Croatian & Serbian Delight,"98,990","
                            8 NIGHTS
                        ","
	Welcome to Serbia!
	On arrival at the Belgrade Airport, you will be met and transferred to your hotel.
	The capital of Serbia, Belgrade is one of the oldest cities in Europe. This “white city” is the only capital built at the confluence of two big rivers – the Danube and the Sava.
	Spend the rest of the day at leisure exploring the city on your own.
	Overnight stay in BELGRADE
	Today, enjoy a Belgrade Walking Tour.
	On this informative Belgrade centre tour, get an overview of the history of this ancient city, from its founding to the NATO bombing in the late '90s to the very present day.
	Belgrade is known as “the city that never sleeps”. Floating clubs on its rivers have become synonyms for great parties and never-ending fun, tonight we recommend you to explore Belgrade???s pulsating night life.
	Overnight stay in BELGRADE
	This morning, travel to Zagreb.
	Zagreb, the capital of Croatia, is known for its diverse economy, historical museums, cultural events, sporting and a governmental hub. It has many fine sights, plenty of restaurants, cafes and bars and lots of entertainment, making it an excellent starting point to explore Croatia.
	Explore the main spots on your guided walking tour of Zagreb with a scenic funicular ride.
	Feel the pulse of the city and embrace all the charm Zagreb has to offer. Get acquainted with the past and the present that will show you the hidden gems of the Croatian capital. Discover Lower and Upper Town and experience the true stories that shaped Zagreb into the city it is today.
	Later, you have opportunity to add in an optional activity like the Zagreb Eye Observation Deck.
	Overnight stay in ZAGREB
	Spend the day at leisure on your own. We recommend you take an optional day Trip to Ljubljana and Lake Bled OR Excursion to Varazdin and Trakoscan Castle.
	Discover the gems of Slovenia on this exciting day trip from Zagreb. Start the day visiting the capital city of Ljubljana - an enchanting town. Continue with a getaway to the nature and enjoy mesmerizing views of Lake Bled and the castle of Bled.
	(NOTE: You need to be in possession of a multiple entry Schengen visa to visit Slovenia)
	OR Discover the city of Varazdin, a true baroque gem considered to be one of the most desirable cities to live in Croatia. Explore the city on a walking tour; embrace the beauty of the streets rich with numerous palaces, villas and one of the oldest city halls in Europe. Conclude your day visiting the romantic Trakoscan Castle where you can enjoy the surrounding nature and a picturesque lake.
	Overnight stay in ZAGREB
	This morning travel to Split, enroute visit Plitvice National Park.
	Plitvice National Park is renowned for its dramatic waterfalls, glittering lakes, and lush forested cliffs. It is Croatia???s best-known national park and one of eight that is listed on the UNESCO list of World Heritage sites. The ticket offers you full access to the park???s hiking trails and boardwalks, a ride on the park???s panoramic train, shuttle buses between the Upper and Lower Lakes, and an electric boat cruise around Kozjak Lake.
	Later continue your journey to Split, also known as a city of various events which make it one of the most interesting and attractive cities to visit.
	Overnight stay in SPLIT
	Today, set off on a relaxing and refreshing excursion to the Blue Lagoon – 3 Island Tour.
	Enjoy panoramic views of Split and its surroundings as you travel by boat to the beautiful UNESCO protected world heritage town of Trogir. Get lost in its small stone streets and learn about the 4000 years old historical sites and monuments. Next, visit the Blue Lagoon by speedboat. Spend time swimming or snorkelling on small, hidden, untouched beaches, and take the opportunity to click amazing photographs. The last stop tour is the picture-perfect small island Šolta. Here, visit the fishing village of Stomorska and enjoy free time for swimming, relaxing and exploring this island.
	In the evening enjoy a guided walking tour of Split.
	Discover the 1700-year-old Diocletian Palace in the modern city of Split. Unveil the hidden secrets and gain insight into this ancient city???s colorful past. Admire the famous landmarks such as the Catholic Cathedral of Saint Domnius, the Peristil, the Golden Gate and the statue of Gregory of Nin — a medieval Croatian bishop. Later, see the 24-hour ""sun"" clock at the City Square and Riva promenade,
	UPGRADE YOUR TOUR: You have an opportunity to upgrade your Blue Lagoon and Guided walking tour of Split to a full day Blue Cave Tour at an additional cost.
	Explore some of the most beautiful Adriatic islands: Biševo, Vis, Pakleni islands, Hvar and Bra?? on a full day Blue Cave – 5 Island tour (weather permitting). Begin the tour with a visit to the Blue Cave - one of the most beautiful spots on the Adriatic. Next, enjoy a small coffee break at Komiza, a fisherman???s village on the island of Vis. Stop briefly in the bay of Stiniva and enjoy swimming. Enroute, visit the small caves carved by the sea into the cliffs of island Vis. Arrive at Ston??ica bay, enjoy swimming and sun-bathing on the sandy beach. Enroute to beautiful island of Hvar, enjoy panoramic view of the Pakleni islands. Hvar town is one of the most beautiful harbors in the world, and a rich cultural heritage center as well.
	Check out and travel to Dubrovnik. Enroute visit Bosnia and Herzegovina.
	(NOTE: Only Private tours include a guided tour of Bosnia and Herzegovina enroute).
	Spend a day exploring Bosnia and Herzegovina, visit the UNESCO-listed city of Mostar, a city with a rich history. See the Ottoman–era mosques and bathhouses; explore the cobbled stone streets and one of the wonders of the modern world, the spectacular Mostar Bridge.
	Continue to the city of Dubrovnik which lies on the edge of the Adriatic Sea.
	In the evening explore Dubrovnik on a guided walking tour and enjoy a Cable Car ride.
	Explore around the Old Town discovering Dubrovnik???s past and present. Get mesmerised by architectural treasures, artistic intensity and its cultural opulence. Take the Dubrovnik Cable Car and enjoy breath taking views of the Old City and the Adriatic Sea from the top of the Srd Hill.
	If you are a Game of Thrones fan, we recommend you to take an optional Game of Thrones Tour, On this guided walking tour, you will be taken through all the parts of the Old City where some of the most memorable scenes were filmed.
	Overnight stay in DUBROVNIK
	Choose any one of the 3 tours. Day Trip to Bosnia & Herzegovina OR Montenegro OR Elaphiti Islands.
	(NOTE: Guest travelling only on SIC will do the Dubrovnik Walking tour a day prior and, on this day, they will choose from any one of the below mentioned 3 options. Guests travelling on Private Tours will do the Dubrovnik Walking Tour and Cable Car on this day).
	Spend a day exploring Bosnia and Herzegovina, visit the UNESCO-listed city of Mostar, a city with a rich history. See the Ottoman–era mosques and bathhouses; explore the cobbled stone streets and one of the wonders of the modern world, the spectacular Mostar Bridge.
	OR Discover the beauty of Montenegro, exploring the coastal towns of Kotor and Budva. Cross the valleys of Dubrovacka and Konavle and discover the magnificent bay of Kotor. (Note: You need to be in possession of multiple entry Schengen visa to visit Montenegro)
	OR Set out to explore the sunny Elaphiti Islands, see the three most beautiful islands – Kolocep, Lopud and Sipan and enjoy a day swimming in crystal clear sea.
	Overnight stay in DUBROVNIK"," 6,083
                            "
copenhagen,Scandinavian Delights (Land Only),"1,90,990","
                            13 NIGHTS
                        ","
	"," 11,736
                            "
copenhagen,Scandic Experience (Land Only),"1,21,990","
                            8 NIGHTS
                        ","
	• Arrive in Copenhagen -the capital of Denmark, Copenhagen is known for its excellent taste in architecture, décor, fashion and food. Mixing the playful, enterprising spirit with the city’s stunning architectural beauty, from the royal castles to the pretty canals and characteristic brick buildings as well as its rich cultural heritage, and you have a city worth exploring for many reasons! 
	• Once you arrive at the airport, private transfer to hotel
	• Spend the day relaxing and taking in the breath-taking sights this colourful city has to offer
	• Overnight stay at the hotel
	• Wake up and grab a delicious breakfast at the hotel
	• Today, you will explore the Danish capital with a Hop On Hop Off tour of the city.
	Explore the essential landmarks such as Little Mermaid statue, the Royal Palace, Gefion Fountain, Rosenborg Castle, and City Hall Square, and many more.
	•Evening free at leisure to explore the city on own
	• Overnight stay at hotel
	
		• After a lovely breakfast at the hotel, prepare for the next leg of your Europe tour. 
		• Check-out from your hotel and make your way to the Copenhagen train station for your onward train to Gothenburg. (Train prices not included, available on request)
		• Arrive Gothenburg and make way to your hotel. Step aboard the Paddan sightseeing boats in the centre of the city at Kungsportsplatsen. See the old moat and canals that date from the 17th century while learning about the history of Gothenburg’s construction and defence. 
		• Around Christmas, in the afternoon you could enjoy a Paddan boat Christmas tour to Liseberg where millions of small lights twinkle in the dark. On board you will be served steaming hot mulled wine and gingerbread cookies. This tour has an entertaining guide and joyful Christmas music playing in the background. 
		• Overnight stay at hotel
	• After a lovely breakfast at the hotel, prepare for the next leg of your Europe tour 
	• Following breakfast this morning it’s time to check out of the hotel and make your way to the station to take a train to Oslo. (Train prices not included, available on request)
	• Upon arrival please make your way to the hotel and check in. 
	• Evening free at leisure to explore the city on your own. Oslo - The capital city of Norway. Surrounded by mountains and sea, this compact, cultured city is one of Europe’s fastest  growing capital. It has earned the honour of being named European Green Capital via the lowest carbon footprints, excellent public transport, city planning emphasising pedestrians and a real commitment to sustainable green space.
	• Overnight stay at hotel
	• Have a hearty breakfast at the hotel
	• Today, travel to Bergen. Check out of the hotel and make your way to the Oslo Airport/ Station to take a flight/train to Bergen. (Flight/Train prices not included, available on request)
	• Upon arrival at Bergen Airport/Station, make your way to the hotel and check in. 
	• Experience why Bergen is called a European City of Culture, the Gateway to the Fjords of Norway and a World Heritage City. The Bergen region has the ideal combination of nature, culture and exciting urban life all year around.
	• Overnight stay at the hotel.
	• Breakfast at the Hotel.
	• Get Transferred to the Airport (Flight to Stockholm, not included in the package)
	• Arrival to Stockholm by flight.
	• Get Transferred to your Hotel. Head out to explore the city on your Hop On Hop Off tour. Day free at leisure to explore one of the most beautiful cities of Scandinavia on own. Spread over a large area, the capital city’s palaces, the grand public buildings, rich cultural history, and museums dictates the 700-year-old glorious history beautifully. The Old Town or Gamla Stan breathes an old world charm with cobblestone streets and ochre-colored buildings that sing a century-old saga. 
	• Overnight at Hotel in Stockholm
	• Enjoy a delicious breakfast.
	• Later in the evening, Get transferred to Pier to catch your overnight ferry to Helsinki 
	• Overnight in Cruise.
	• Arrive Helsinki.
	• Get transferred to the Hotel
	• Later Discover the city with your Helsinki Panorama Audio City Tour. The tour offers a glimpse in the most important city sights and provides an excellent view of Helsinki's past and present. See this charming city's highlights such as the historical centre, the City Hall, the Parliament buildings, the Finlandia Hall and the Opera House and many more!
	• Evening free to explore the city on own
	• Overnight at Hotel in Helsinki
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport."," 7,496
                            "
budapest,Zagreb (Land only),"69,990","
                            8 NIGHTS
                        ","
	Upon arrival at Zagreb Airport, transfer to hotel. Meet the tour guide, dinner and overnight.
	 
	Morning city tour of Zagreb, including the fortified Upper Town, the city’s historical centre, St. Mark’s Church with its multi-coloured roof, the Cathedral, the Croatian National Theatre and the University. Afternoon departure for Plitvice, dinner and overnight.
	 
	After breakfast, we tour the Plitvice Lakes National Park on the UNESCO’s List of World Natural Heritage. Sixteen lakes, each at a different level, are joined in a series of cascading waterfalls. Surrounded by dense wood, Plitvice Lakes are a natural phenomenon of a rare and unique beauty. Dinner and overnight in Plitvice region. 
	 
	
		
			Morning departure for Dubrovnik. Dinner and overnight in Dubrovnik.
			 
	Day at leisure. Dinner and overnight in Dubrovnik.
	 
	Morning sightseeing tour of Dubrovnik, included on the UNESCO’s List of World Cultural Heritage. You will visit the Franciscan monastery with Europe’s third oldest pharmacy, the Rector’s Palace and the Cathedral. 
	 
	 
	Morning sightseeing tour of Split, covering the Diocletian’s Palace on the UNESCO’s List of World Cultural Heritage with the Peristyle, the Jupiter’s Temple and the Cathedral. Departure for Trogir, a picturesque mediaeval town where we visit the Cathedral of St. Lawrence. Continuation to Zadar, dinner and overnight.
	 
	Morning sightseeing tour of Zadar, including the Roman Forum and St. Donatus Church, a magnificent monument of Romanesque architecture. Afternoon departure for Zagreb, the capital of Croatia. 
	Dinner and overnight in Zagreb.
	 
	 
	After breakfast, transfer to Zagreb Airport.
	 "," 4,301
                            "
copenhagen,Flavours of Scandinavia (Land Only),"1,44,000","
                            10 NIGHTS
                        ","
	• Your holiday begins with your arrival to Helsinki
	 "," 8,848
                            "
budapest,Best of London and Paris (Land Only),"76,720","
                            5 NIGHTS
                        ","
	
		
	
		
			Breakfast at the Hotel.
			 
			Begin your discovery of London with a Panoramic Tour of London 
			The London tour offers sightseeing routes that cover all the main sights in Central London. The major sights include Change of Guards at Buckingham Palace, (Daily through the summer) The Houses of Parliament, Westminster Abbey, Big Ben, The London Eye, Downing Street, St. Pauls Cathedral, The Tower of London, Trafalgar Square and Piccadilly Circus. (No Entrance Included) 
			 
			In the evening you can take yourself up to Leicester Square in the heart of London, where there’s plenty to see and do - including cinemas, restaurants, clubs and bars that makes London such a vibrant city at night as well as during the day
			 
			Overnight at the hotel in London 
			 
	
		Breakfast at the Hotel
		 
		Today, the day is free at Leisure to explore the city. Alternatively, you can pay a visit to famous Madam Tussauds and enjoy ride at iconic London Eye (at additional cost)
		 
		Overnight at hotel in London 
		 
		 
	
		Breakfast at the Hotel.
		 
		Check out from the hotel and meet your driver and proceed for the drop to your station to board train to Paris
		Welcome to Paris! Private Transfer from Station to Hotel
		 
		Evening is free to explore the most romantic city of the world
		 
		Overnight at Hotel in Paris 
		 
	
		Breakfast at the Hotel.
		 
		Today, you’ll explore the French capital with a Paris City Tour on SIC basis. You will visit Arc de Triomphe, Notre Dame Cathedral and Concorde Square, Opera Garnier. You will also visitthe2nd level of the legendary Eiffel Tower. Paris is a city which looks stunning during the day and magnificent in the evening. You will head for a cruise on Seine River and enjoy the views of the city while cruising
		 
		After the tour, you can visit the Champs Elysees for some high end shopping or to sip a delightful cup of coffee at a local open air café
		 
		Overnight at the hotel 
		 
	 
	
		
			Breakfast at the hotel
			 
			Time free at leisure until to board the train for Paris to catch your own flight"," 4,714
                            "
melbourne,Best of New Zealand and Australia,"2,36,990","
                            17 NIGHTS
                        ","
	• Rise to a beautiful day and Savour a hearty breakfast.
	
		• Enjoy a delicious breakfast at your hotel."," 14,562
                            "
melbourne,Romantic Australia: Honeymoon Special,"1,24,990","
                            11 NIGHTS
                        ","
	
		
			
				• Arrive in Melbourne - the second largest city in Australia, experiences a mild oceanic climate. The unique ambience of this vibrant city is created by the combination of street art, rooftop bars, restaurants and cosmopolitan lifestyle. Often called the cultural capital of the country, Melbourne has loads of art galleries, museums, theatres, concert halls and public libraries.
				• Once you arrive at the Melbourne Tullamarine Airport, get transferred to your hotel. Spend the day relaxing and taking in the breath-taking sights this colourful city has to offer and in the evening head out to experience unparalleled stunning views from either the Melbourne Star Observation Wheel (on own), the Southern Hemisphere's only Giant Observation Wheel.
				• Stay overnight in the comfort of your hotel and get some rest to prepare for the next few days of relentless fun and excitement.
	• After breakfast, set out to proceed on a full day excursion to Great Ocean Road.
	• Great Ocean Road is approximately 240 km long, stretching along the south-eastern coast of the country. Built by the soldiers as a memorial to the martyrs of World War I, this long road connects places like Lorne, Apollo Bay and Port Campbell. On the Great Ocean Road Adventure Tour, enjoy scenic views of the Pacific Ocean, and see attractions like Twelve Apostles and Loch Ard Gorge. 
	• After the long and wonderful journey, travel back to the hotel and rest.
	• After a lovely breakfast at the hotel, prepare for the next leg of your Australian tour.
	• Check-out from your hotel and and make your way to Melbourne airport for your flight to Sydney (Flight prices not included, available on request)
	• Upon your arrival at the Sydney Airport, get transferred to your hotel and Check-in. The rest of the day at leisure for you to explore the city on your own. Enjoy the various art and live music scenes in the city, and delightful pubs hidden away in narrow lanes. Sydney is the state capital of New South Wales that features the world’s largest natural harbours and iconic tourist destinations like Sydney Opera House and Harbour Bridge. End the day with a palatable dinner before you retire to your hotel. 
	• Overnight stay at the hotel
	• Begin your day with a delectable breakfast at your hotel before you head out to tour the beautiful city of Sydney. 
	• Join your coach to commence on a Big Bus tour (on own, no transfers) which is a perfect option for those who have a tight schedule or those who don't wish to be on tour for a full day. Experience all the excitement of Australia's famous harbour city aboard the Big Bus Sydney and Bondi Beach, double decker buses. Both tours are included in the one flexible sightseeing Hop-on Hop-off ticket. The Sydney tour is the perfect introduction to this dynamic city, showcasing the iconic landmarks including the impressive arch of the Sydney Harbour Bridge, the glorious Sydney Opera House and the sparkling waters of Sydney and Darling Harbour. To compliment the Sydney tour, the Bondi Beach tour is a great introduction to Australia's beach culture. There are over 30 stops in the two tours to hop off and experience the diversity of Sydney's lifestyle. Both tours feature an entertaining and informative audio commentary. This ticket allows you to see all of Sydney's top sights from the Bus, Boat and Tower in 2 days.
	• This ticket includes entry to the Sydney Tower Eye. Proceed to the Sydney Tower Eye (on own) - enjoy amazing 360° views of Sydney and its beautiful harbour from the Sydney Tower Eye, an internal observation deck that rises 309 metres above the city.
	• Later in the evening proceed on own to Sydney Harbour, Captain Cook Cruises Wharf # 6, Circular Quay to embark on a Captain Cook Harbour Cruise. Take in icons such as the Sydney Opera House and Sydney Harbour Bridge, and relax as you learn about the city.
	• Overnight stay at the hotel.
	(Please note: You must redeem your e-voucher with a Big Bus Tours staff member before visiting included attractions. This ticket must be used across 2 consecutive days.)
	• After breakfast, set out to proceed on a full day tour to Blue Mountains.
	• Leaving Sydney, begin your day of exploration as you journey to the Blue Mountains National Park, a UNESCO World Heritage Area. Known for its stunning display of natural beauty and vast rainforests clad in eucalypts trees, the Blue Mountains are over 100 million years old and span over thousands of hectares. The combination of the scorching Australian sun and fine oil mist from the eucalyptus leaves gives off a distinctive blue haze, earning The Blue Mountains their name. Your first stop is in the quaint town of Glenbrook, here you can enjoy a coffee or a quick snack before making way out to Euroka. Truly an authentic Australian experience, Euroka is campground near Glenbrook that is ideal for spotting native wildlife. Enjoy a picnic lunch here before begining your guided walk to Wentworth Falls. Appreciate the stunning surroundings on this hour walk through the bush. Marvel at the spectacular views from Wentworth falls and make your way along the stunning forests of Jamison Valley. Admire the region's fascinating and indigenous culture as your guide shares local stories of the park. Make your way to the locality's iconic landmark, the Three Sisters Rock Formation. This is the ideal spot to capture photos of the Sisters whilst avoiding the morning crowds, keep a close eye out for some of Australia's most iconic and unique wildlife here. As you come to the end of our tour, head to a secret sunset location for spectacular and undisturbed panoramic views. Witness the dazzling range of colours on display and experience the magic and charm of the mountains in the golden hour before sunset.
	• Later in the evening, return to Sydney and reach the hotel and get some rest.
	(Please note, only one full day tour can be opted as part of the package)
	• After a lovely breakfast at the hotel, prepare for the next leg of your Australian tour.
	• Check-out from your hotel and make way to the Sydney airport for your flight to Hamilton Island (Flight prices not included, available on request) - one of the Whitsunday Islands in Queensland, Australia, close to the Great Barrier Reef. Most of the car-free island is covered in bushland, and the coast is fringed by coral reefs. Tours offer up-close sightings of koalas, kangaroos, wallabies and kookaburras. 
	• On a holiday to Hamilton Island, you'll be surrounded by pristine white beaches, and a kaleidoscope of coral and marine life. Hamilton Island is a perfect base for exploring the Great Barrier Reef and world-famous Whitehaven Beach and the Heart Reef
	• Arrive in Hamilton Island Airport & Courtesy transfer to your resort. Free use of catamarans, paddle skis, windsurfers,  snorkelling equipment & unlimited use of island shuttle is at your disposal.
	• Check in into your room & rest of the day at Leisure. Overnight stay at the hotel.
	• After a lovely breakfast at the hotel, proceed for a Half Day Full Day Cruise to Whitehaven Beach. 
	• Located in the heart of the Great Barrier Reef, Whitehaven Beach is one of the world’s most unspoiled and beautiful beaches. It’s been voted the world’s top eco-friendly beach, and Queensland’s cleanest beach. This fantastic half day cruise takes you past some of the Whitsundays remote areas, beautiful bays, peaceful islands and onto dazzling Whitehaven Beach. Prepare to be dazzled by the breathtaking beauty and vivid white sand of Whitehaven Beach on Whitsunday Island. This uninhabited island is one of Australia's true gems and the journey to the beach is spectacular too.
	• Overnight stay at the hotel.
	• After a lip-smacking breakfast at the hotel, get ready to experience the energy of Hamilton Island.
	• Remarkable from the air and from beneath the water, the Great Barrier Reef is a truly unforgettable destination. Today, you may opt for a cruise to Whitsundays Great Barrier Reef. This incredible full day experience lets you enjoy an outstanding range of interactive Great Barrier Reef Adventures. Once at the reef, board incredible interactive pontoon and spend the day exploring the colourful underwater world of magnificent corals, colourful fish and marine life.
	• Overnight stay at the hotel.
	(Please note, that these are only suggested activities and are not included in the package)
	
		
			
				
					• Enjoy a delicious breakfast at the hotel, prepare for the next leg of your Australian tour.
					• Get transferred to Hamilton Airport for your flight to Brisbane (Flight prices not included, available on request). Upon your arrival at the Brisbane Airport, get transferred to your hotel in Gold Coast and Check-in. The rest of the day at leisure for you to explore the city on your own.  
					• Australia’s Gold Coast is an endless playground for some serious fun. Whether you spend your days at a theme park, on the golf course, shopping, learning to surf, dining al fresco or just soaking up the sunshine, one thing’s for sure: life has never been so much fun
					• End the day with a palatable dinner (on own) before you retire to your hotel.
	• Rise to a beautiful day and Savour a hearty breakfast 
	• On this day, you will be taken to Australia’s largest theme park - the Dreamworld. The park has over 40 rides including five roller coasters and numerous attractions. It is an ideal place for thrill seekers, the young, and those young at heart. Ride one or all of the Big 9 Thrill Rides, namely, Tailspin, BuzzSaw, The Claw, Giant Drop, Tower of Terror II, and Pandamonium. Save the world from the zombies at Zombie Evolution. Go on a sea adventure at Big Red Boat Ride. Visit the Tiger Island to watch the Bengal Tigers play and wrestle with their Sumatran sisters. Also, discover more than 500 native animals at Dreamworld Corroboree. A trip to Dreamworld will keep your little ones happy and give you plenty of sweet memories.
	• Overnight stay at the hotel. 
	(Please note, that these are only suggested activities and are not included in the package)
	• After a scrumptious breakfast at the hotel, get ready for some fun.
	• Today, you may opt to proceed on a Southern Cross 4WD Tour (Optional) to World Heritage Rainforests of Mt Tamborine. A Southern Cross 4WD Tours coach will pick you up from the hotel for your half day Mt Tamborine tour. Here, you will be served with a delicious morning tea. A guide will take you through a lush rainforest trail to reach an enchanting waterfall. Enjoy wine tasting and explore Gallery Walk - the arts and crafts district of the mountain. Also learn to throw a boomerang. On the way back to the city, you can opt to be dropped off at Movieworld (Optional) or else shopping centre such as the Australia Fair and Pacific Fair. Else, you will be transferred back to your hotel to get some rest.
	• Later in the evening, pay a visit to iFLY. Located in Surfer’s Paradise, iFLY offers excellent indoor skydiving facility to tourists and locals alike. Experience the adrenalin rush of jumping off a plane without actually jumping off one. You will be guided by qualified instructors throughout the process.
	• After a lovely dinner, return to your hotel room for a good night’s sleep. Stay overnight in Gold Coast.
	(Please note, that some of these are only suggested activities and are not included in the package)
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories.
	• Check-out from the hotel and get transferred to the airport for your onward flight (Flight prices not included, available on request).
	• Tour Ends."," 7,680
                            "
wellington,Northern Splendour of New Zealand - Self Drive (Land Only),"90,990","
                            6 NIGHTS
                        ","
	 
	 
	 
	 "," 5,591
                            "
reunion island,Blissful Reunion Island,"98,990","
                            6 NIGHTS
                        ","
	
		
			Right in the heart of the Indian Ocean, 800 km east of Madagascar, Réunion Island, together with Mauritius and Rodrigues, forms the Archipelago of Mascareignes. It is like a mountain resting on the surface of the Indian Ocean, just like the Piton des Neiges, rising to 3,069 meters. An active volcano, the famous Piton de la Fournaise wakes up periodically, and you can admire the magnificence of the lava flow in total safety. upon arrival spend your day at leisure. overnight stay at hotel
	
		After breakfast,spend your day at leisure.Overnight stay at hotel.
	
		
			After breakfast proceed to Volcano & Saint pierre- The volcano is still very active, and is a must-visit spot for discovering this extraordinary force of nature.This volcano is the star of Reunion Island. Among all the touristic sites, the Piton de la Fournaise is the most visited on the island. The Cité du Volcan at the Plaine des Cafres has been revealing the secrets of the 2,631m giant since August 2014. The volcano’s silhouette is always to be seen, even when angry white and black clouds ring its head. The Piton de la Fournaise erupts around once every nine months, making it one of the most active volcanoes in the world. This colossus is around 500,000 years old, and has been classified as a World Heritage Site by UNESCO for its exceptional universal value. It shares this title with the other reunionese volcano, the Piton des Neiges, as well as the natural cirques (valley-heads) and slopes on the island. They all belong to the Reunion Island National Park, an extraordinary natural reserve whose amazing biodiversity is protected and studied. 
			 
	
		After a leisurely breakfast enjoy resort activities. Overnight stay at hotel.
	
		Today, after a hearty breakfast we will provide you a 1 private car with an english-speaking driver for 8hours to discover the Salazie and east coast of the island.
	
		
			After breakfast, Spend your day at leisure overnight stay at hotel.
	
		This day marks the end of a fabulous vacation to Mauritius. Rise to a charming morning and indulge in a mouth-watering breakfast at your hotel , check out from your hotel (check-out time is 1200 hours) before you head to the airport for your flight back home."," 6,083
                            "
